유형 1,유형 2,유형 3,출제년도,출제월,출제학년,출제교육청,출제번호,문제번호,문제,문제지문,선지1,선지2,선지3,선지4,선지5,정답,모범해석,이미지URL
내용추론,내용일치/불일치,"실용문, 내용일치",2017,9월,고1,인천교육청,27,108,Hike the Valley에 관한 다음 안내문의 내용과 일치하는 것은?,"Hike the Valley

Hike the Valley is a hiking program where we guide participants through local trails every Saturday.

Hike Information

◈ Meeting Place
Marshall Canyon Regional Park Main Gate

◈ Age Requirements
Participants should be ten years of age or older. All those under the age of 18 must be accompanied by an adult.

◈ Participation Fee
The fee is $8 per person. This includes a bottle of water and shuttle bus service.

◈ Participant Requirements
Hikers are required to wear comfortable hiking shoes or boots and bring their own lunch.

◈ Registration
Register in advance at the Carolyn Owens Community Center.",① 격주 토요일마다 진행된다.,② 10세 미만의 아동은 참가할 수 없다.,③ 셔틀버스 이용료는 참가비에 포함되지 않는다.,④ 점심 식사를 제공한다.,⑤ 사전 참가 신청은 불가능하다.,②,[해석] Hike the Valley는 매주 토요일 우리가 참가자들에게 지역 숲길을 안내하는 하이킹 프로그램입니다.,
내용추론,내용일치/불일치,"실용문, 내용일치",2017,9월,고1,인천교육청,28,109,Passing on My Favorites에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Passing on My Favorites

Do you have anything you don't use anymore? Passing on My Favorites is a flea market event that takes place at our school every year.

Bring Your Goods
￭ When: September 4 - 6 (12:00 - 13:00)
￭ Where: the student council room
￭ What: anything you don't use anymore (clothing, bags, shoes, stationery, etc.)
* You will receive coupons according to how much you bring.

Buy What You Want
￭ When: September 8 (10:00 - 12:00)
￭ Where: the gymnasium
￭ How: The coupons mentioned above will be your only way to purchase goods.

* No food will be sold because it might spoil in the hot weather.",① 벼룩시장 행사이다.,② 학생회실로 물건을 가져와야 한다.,③ 물건을 사는 날은 9월 8일이다.,④ 현금을 주고 물건을 구입할 수 있다.,⑤ 음식은 판매되지 않는다.,④,[해석] 더 이상 사용하지 않는 물건을 가지고 있나요? Passing on My Favorites는 매년 우리 학교에서 열리는 벼룩시장 행사입니다.,
내용추론,내용일치/불일치,"실용문, 내용일치",2017,11월,고1,경기도교육청,25,110,Elsie Inglis에 관한 다음 글의 내용과 일치하지 않는 것은?,"Elsie Inglis, the second daughter of John Inglis, was born in India on 16th August, 1864. She had the good fortune to have enlightened parents who considered the education of a daughter as important as that of a son. With the support of her father, she began to train as a doctor. Terrified by the poor medical treatment for female patients, she founded a hospital for women in Edinburgh in which the staff consisted only of women. She was also actively engaged in politics and worked for women's voting rights. The outbreak of the First World War turned her attention to helping the troops, and she organized fourteen medical units to send to battlefields throughout Europe. Caring for both soldiers and civilians suffering from sickness, Inglis became ill in Russia and was forced to return to Britain, where she died in 1917. She is still remembered as a wonderful woman of enthusiasm, strength, and kindliness.",① John Inglis의 둘째 딸로 인도에서 태어났다.,② 딸의 교육도 아들의 교육만큼 중요하다고 여기는 부모를 두었다.,③ 직원들의 남녀 비율이 동일하게 구성된 여성을 위한 병원을 설립했다.,④ 정치에 적극적으로 참여했고 여성의 투표권을 위해 일했다.,⑤ 러시아에서 병에 걸려 영국으로 돌아와야만 했다.,③,"[해석] Elsie Inglis는 John Inglis의 둘째 딸로 1864년 8월 16일에 인도에서 태어났다. 그녀는 딸의 교육도 아들의 교육만큼 중요하다고 여기는 깨어있는 부모를 두는 행운을 가졌다. 아버지의 지원으로, 그녀는 의사로서 훈련을 시작했다. 여성 환자들에 대한 열악한 치료에 놀라서, 그녀는 Edinburgh에 직원들이 여성으로만 구성된 여성을 위한 병원을 설립했다. 또한 그녀는 정치에 적극적으로 참여하였고 여성의 투표권을 위해 일했다. 세계 1차 대전의 발발은 그녀의 관심을 군 부대를 돕는 것으로 돌렸고 그녀는 유럽 전역의 전쟁터로 보낼 14개의 의료 부대를 조직했다. 질병으로 고통받는 군인과 민간인 모두를 돌보다가 Inglis는 러시아에서 병에 걸려서 영국으로 돌아와야만 했고, 그곳에서 1917년에 사망했다. 그녀는 열정, 강인함, 그리고 온정의 훌륭한 여성으로 여전히 기억되고 있다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,3월,고1,서울교육청,28,111,다음 Mae C. Jemison에 관한 글의 내용과 일치하지 않는 것은?,"Mae C. Jemison was named the first black woman astronaut in 1987. On September 12, 1992, she boarded the space shuttle Endeavor as a science mission specialist on the historic eightday flight. Jemison left the National Aeronautic and Space Administration (NASA) in 1993. She was a professor of Environmental Studies at Dartmouth College from 1995 to 2002. Jemison was born in Decatur, Alabama, and moved to Chicago with her family when she was three years old. She graduated from Stanford University in 1977 with a degree in chemical engineering and AfroAmerican studies. Jemison received her medical degree from Cornell Medical School in 1981.",① 1992년에 우주 왕복선에 탑승했다.,② 1993년에 NASA를 떠났다.,③ Dartmouth 대학의 환경학과 교수였다.,④ 세 살 때 가족과 함께 Chicago로 이주했다.,⑤ Stanford 대학에서 의학 학위를 받았다.,⑤,"[해석] Mae C. Jemison은 1987년에 최초의 흑인 여성 우주 비행사로 임명되었다. 1992년 9월 12일, 그녀는 과학 임무 전문가로 우주 왕복선 'Endeavor'호를 타고 역사적인 8일간의 비행에 나섰다. Jemison은 1993년에 미국 항공 우주국(NASA)을 떠났다. 그녀는 1995년부터 2002년까지 Dartmouth 대학의 환경학과 교수였다. Jemison은 Alabama 주의 Decatur에서 태어났고, 세 살 때 가족과 함께 Chicago로 이주했다. 그녀는 1977년 화학 공학과 아프리카계 미국학 분야의 학위를 받고 Stanford 대학을 졸업하였다. Jemison은 1981년 Cornell 의과 대학에서 의학 학위를 받았다.

*name 임명하다 *astronaut 우주 비행사 *board 타다, 승선하다 *space shuttle 우주 왕복선 *mission 임무 *specialist 전문가 *historic 역사적인 *Environmental Studies 환경학(과) *degree 학위 *chemical engineering 화학 공학",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,3월,고1,서울교육청,26,112,다음 2018 EcoAdventure Camp에 관한 안내문의 내용과 일치하지 않는 것은?,"2018 EcoAdventure Camp

Explore the woods in Tennessee! All middle school and high school students are welcome!
• Dates: March 23 - 25 (3 days and 2 nights)
• Fee: $150 per person (All meals are included.)
• Activities: Nature Class, Hiking and Climbing, and Treasure Hunt
• Every participant will receive a camp backpack.
• Registration starts from March 12 and ends on March 16 on our website.
For more information, please visit us at www.ecoadventure.com.",① 중ㆍ고등학생이 참가할 수 있다.,② 2박 3일 동안 진행된다.,③ 참가비에 식사 비용이 포함된다.,④ 참가자에게 캠프 배낭을 준다.,⑤ 등록은 3월 16일에 시작된다.,⑤,"[해석] 2018 EcoAdventure 캠프

Tennessee주의 숲을 탐험하세요! 모든 중학생과 고등학생을 환영합니다!
• 날짜: 3월 23일~25일(2박 3일)
• 참가비: 1인당 150달러(모든 식사가 포함됩니다.)
• 활동: 자연 교실, 하이킹과 등산, 그리고 보물찾기
• 모든 참가자는 캠프 배낭을 받게 됩니다.
• 등록은 저희 웹 사이트에서 3월 12일에 시작하여 3월 16일에 끝납니다.
더 많은 정보를 원하시면, www.ecoadventure.com을 방문하세요.

*explore 탐험하다 *woods 숲 *meal 식사 *include 포함하다 *participant 참가자 *registration 등록",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,3월,고1,서울교육청,27,113,다음 Tshirt Design Contest에 관한 안내문의 내용과 일치하는 것은?,"Tshirt Design Contest

We are looking for Tshirt designs for the Radio Music Festival. The Radio Music Festival team will select the top five designs. The one grand prize winner will be chosen by online voting.

Details
• Deadline for submission: May 15, 2018
• Three entries are allowed per participant.
• Designs will be printed on white Tshirts.
• An entry can include up to three colors.
• You can use the Radio Music Festival logo, but you're not allowed to change its colors in any way.

The winners will receive two Tshirts with their design printed on them.
For more information, please visit our website at www.rmfestival.org.",① 온라인 투표를 통해 상위 다섯 개의 디자인을 선택한다.,② 참가자 한 명당 한 개의 작품만 출품할 수 있다.,③ 출품작에 사용되는 색상의 수에는 제한이 없다.,④ Radio Music Festival 로고의 색상을 바꿔서 사용할 수 있다.,⑤ 수상자는 자신의 디자인이 인쇄된 티셔츠를 받는다.,⑤,"[해석] 티셔츠 디자인 콘테스트

Radio Music Festival을 위한 티셔츠 디자인을 찾고 있습니다. Radio Music Festival 팀이 상위 다섯 개의 디자인을 선택할 것입니다. 대상 수상자 한 명은 온라인 투표를 통해 선택될 것입니다.

세부 사항
• 제출 마감일: 2018년 5월 15일
• 참가자 한 명당 세 개의 출품작이 허용됩니다.
• 디자인은 흰색 티셔츠에 인쇄될 것입니다.
• 출품작은 세 가지 색상까지 포함할 수 있습니다.
• Radio Music Festival 로고를 사용할 수 있지만, 어떤 식으로든 그것의 색상을 바꿀 수 없습니다.

수상자는 자신의 디자인이 인쇄된 티셔츠 두 장을 받게 됩니다.
더 많은 정보를 얻으려면, 저희 웹 사이트 www.rmfestival.org를 방문하세요.

*look for ~을 찾다 *grand prize 대상 *voting 투표 *deadline 마감 시간, 최종 기한 *submission 제출 *entry (대회 따위에 의) 출품작 *be allowed to ~하는 것이 허용되다",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,6월,고1,부산교육청,25,114,다음 Tomas Luis de Victoria에 관한 글의 내용과 일치하지 않는 것은?,"Tomas Luis de Victoria, the greatest Spanish composer of the sixteenth century, was born in Avila and as a boy sang in the church choir. When his voice broke, he went to Rome to study and he remained in that city for about 20 years, holding appointments at various churches and religious institutions. In Rome, he met Palestrina, a famous Italian composer, and may even have been his pupil. In the 1580s, after becoming a priest, he returned to Spain and spent the rest of his life peacefully in Madrid as a composer and organist to members of the royal household. He died in 1611, but his tomb has yet to be identified.",① 소년 시절 교회 합창단에서 노래했다.,② 로마에서 약 20년 동안 머물렀다.,③ 이탈리아 작곡가인 Palestrina를 만났다.,④ 스페인으로 돌아온 후 사제가 되었다.,⑤ 무덤은 아직 확인되지 않았다.,④,"[해석] 16세기 스페인의 위대한 작곡가, Tomas Luis de Victoria는 Avila에서 태어나 소년 시절 교회 합창단에서 노래했다. 변성기가 됐을 때 공부를 위해 로마로 가서, 다양한 교회와 종교 기관에서 직책을 맡으며, 20년 동안 그 도시에 머물렀다. 로마에서 그는 유명한 이탈리아 작곡가인 Palestrina를 만났는데, 심지어 그의 제자였을지도 모른다. 사제가 되고 난 후, 1580년대에 스페인으로 돌아와 왕가의 작곡가이자 오르간 연주자로 마드리드에서 평화롭게 여생을 보냈다. 그는 1611년에 사망했으나, 무덤은 아직 확인되지 않았다.

[해설] 사제가 된 후 스페인으로 돌아왔다.

*one's voice breaks 변성기가 되다",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,6월,고1,부산교육청,26,115,다음 Milton Summer Dance Camp 2018에 관한 안내문의 내용과 일치하는 것은?,"Milton Summer Dance Camp 2018

Milton Dance Studio is pleased to offer your kids the opportunity to learn dancing during the summer. Have your child join us for some exciting dancing!

Programs
• Classic Ballet Program: for 3 - 11 year olds
• Jazz Dance Program: for kids aged 12 & older

Dates, Time, & Cost
• Dates: July 23 - 26, 2018
• Time: 13:30 - 17:30
• Cost: $80 per kid

Notices
• Each class is limited to 10 kids.
• Booking is required at least 10 days in advance.
If you want more information, visit our website at www.miltondance.com.",① 12세 이상은 클래식 발레를 배운다.,② 5일간 운영된다.,③ 나이에 따라 참가비가 다르다.,④ 각 수업에는 인원 제한이 없다.,⑤ 적어도 열흘 전에 예약이 필요하다.,⑤,"[해석] Milton 여름 댄스 캠프 2018

Milton Dance Studio는 여름 동안 아이들에게 춤을 배울 기회를 제공하게 되어 기쁩니다. 당신의 자녀를 신나는 춤추기 활동에 참여시키세요!

프로그램
클래식 발레 프로그램: 3-11세 대상
재즈 댄스 프로그램: 12세 이상 대상

날짜, 시간 및 비용
날짜: 2018년 7월 23일 - 26일
시간: 13:30 - 17:30
비용: 아이 일인당 80달러

공지
각 수업은 10명으로 제한됩니다.
적어도 열흘 전에 예약이 필요합니다.
더 많은 정보를 원하시면, 우리 웹사이트 www.miltondance.com을 방문하세요.

[해설] 적어도 열흘 전에 예약이 필요하다.

*notice 공지 *in advance 사전에, 미리",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,6월,고1,부산교육청,27,116,다음 Dove Cottage and the Wordsworth Museum에 관한 안내문의 내용과 일치하지 않는 것은?,"Dove Cottage and the Wordsworth Museum

Discover how world famous English poet William Wordsworth lived, and explore his inspiring home.

Opening Hours
• Open daily: 9:30 a.m. - 5:30 p.m.
• Last admission: 5:00 p.m.

Admission Prices
• Adult (16 & over): £10
• Student (with ID): £8
• Child (7 & under): free

Group Visits
• 5% discount available for groups of ten people or more

Photography
• Visitors are welcome to take photographs, without flash, inside the museum.

Shop
• Visitors can buy souvenirs and local crafts.
• We also have an online shop for books.",① 오후 5시까지 입장이 가능하다.,② 7세 이하 어린이는 무료로 입장한다.,③ 5명 이상의 단체 방문객은 할인을 받는다.,④ 박물관 내에서 플래시 없이 사진 촬영이 허용된다.,⑤ 온라인 상점에서 책을 판매한다.,③,"[해석] Dove Cottage와 Wordsworth 박물관

세계적으로 유명한 영국 시인 William Wordsworth의 생애를 살펴보고, 영감을 주는 그의 집을 답사하세요.

개관 시간
매일 개관: 오전 9시 30분 - 오후 5시 30분
마지막 입장: 오후 5시

입장료
성인(16세 이상): 10파운드
학생(학생증 지참): 8파운드
어린이(7세 이하): 무료

단체 방문
10명 이상의 단체 방문객에 대해 5% 할인 가능

사진 촬영
방문객들은 박물관 내에서 플래시를 터뜨리지 않으면 사진 촬영을 할 수 있습니다.

상점
방문객들은 기념품과 지역 공예품을 구입할 수 있습니다.
책을 판매하는 온라인 상점도 운영하고 있습니다.

[해설] 10명 이상의 단체 방문객은 할인을 받는다.

*inspiring 영감을 주는 *craft 공예품",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,9월,고1,인천교육청,25,117,다음 Eddie Adams에 관한 글의 내용과 일치하지 않는 것은?,"Eddie Adams was born in New Kensington, Pennsylvania. He developed his passion for photography in his teens, when he became a staff photographer for his high school paper. After graduating, he joined the United States Marine Corps, where he captured scenes from the Korean War as a combat photographer. In 1958, he became staff at the Philadelphia Evening Bulletin, a daily evening newspaper published in Philadelphia. In 1962, he joined the Associated Press (AP), and after 10 years, he left the AP to work as a freelancer for Time magazine. The Saigon Execution photo that he took in Vietnam earned him the Pulitzer Prize for Spot News Photography in 1969. He shot more than 350 covers of magazines with portraits of political leaders such as Deng Xiaoping, Richard Nixon, and George Bush.",① 10대 시절에 사진에 대한 열정을 키웠다.,② 종군 사진 기자로 한국전쟁의 장면을 촬영했다.,③ 1962년부터 Time 잡지사에서 일했다.,④ 베트남에서 촬영한 사진으로 퓰리처상을 받았다.,⑤ 정치 지도자들의 잡지 표지용 사진을 촬영했다.,③,"[해석] Eddie Adams는 펜실베이니아 주 New Kensington에서 태어났다. 그는 자신의 고등학교 신문 사진 기자가 되어, 십대 시절에 사진에 대한 열정을 키웠다. 졸업 후, 그는 미국 해병대에 입대했고, 그곳에서 그는 종군 사진 기자로 한국 전쟁 장면을 촬영했다. 1958년, 그는 필라델피아에서 발간된 석간신문 Philadelphia Evening Bulletin의 직원이 되었다. 1962년에 그는 연합통신사(AP)에 입사했고, 10년 뒤, 그는 Time 잡지사에서 프리랜서로 일하기 위해 연합통신사를 떠났다. 그가 베트남에서 촬영한 Saigon Execution 사진은 그에게 1969년 특종기사 보도 사진 부문의 퓰리처상을 가져다주었다. 그는 350개가 넘는 잡지 표지에 실린 Deng Xiaoping, Richard Nixon, George Bush와 같은 정치 지도자들의 사진을 촬영했다.

*combat photographer 종군 사진 기자",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,9월,고1,인천교육청,26,118,다음 Shoes For Schools에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"SHOES FOR SCHOOLS
your used shoes can go a long way!

Brooks High School students! Do you have old or unwanted shoes? Donate them for children in Africa. The profits from reselling the shoes will be used to build schools in Africa.

WHAT
* You can give away all types of shoes such as sneakers, sandals, boots, etc.

WHERE
* You can drop shoes off in the collection box on the first floor of the main building.

WHEN
* Between 8:00 a.m. and 4:00 p.m. throughout this semester
* Shoes will be picked up on Tuesdays every two weeks.

HOW
* The shoes you donate need to be in a plastic bag.
For more information, please call 413-367-1391.
Thank you for your participation.",① 수익금은 아프리카에 학교를 짓는 데 쓰인다.,② 모든 종류의 신발을 기증할 수 있다.,③ 신발 수거함은 본관 1층에 있다.,④ 매주 화요일에 신발을 수거한다.,⑤ 기증하는 신발은 비닐봉지에 담겨 있어야 한다.,④,"[해석] SHOES FOR SCHOOLS
여러분의 헌 신발이 긴 여정을 떠날 수 있어요!

Brooks 고등학교 학생 여러분! 오래되거나 필요 없는 신발을 가지고 있나요? 아프리카의 아이들을 위해 그것들을 기증하세요. 신발을 재판매한 수익금은 아프리카에 학교를 짓는 데 쓰일 것입니다.

무엇을
* 여러분은 운동화, 샌들, 부츠 등과 같은 모든 종류의 신발을 기증할 수 있습니다.

어디에서
* 여러분은 본관 1층에 있는 수거함에 신발을 놓을 수 있습니다.

언제
* 이번 학기 내내 오전 8시부터 오후 4시 사이
* 매 격주 화요일에 신발은 수거될 것입니다.

어떻게
* 여러분이 기증하는 신발은 비닐봉지에 담겨 있어야 합니다.
더 많은 정보를 원하면, 413-367-1391로 연락주세요.
참여해 주셔서 감사합니다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,9월,고1,인천교육청,27,119,다음 Big TV Discount Deal에 관한 안내문의 내용과 일치하는 것은?,"Big TV Discount Deal

Don't miss this special opportunity to buy a premium TV at a low price. Available only for a limited period of time!

Promotion Information
□ Premium Specification & Low Price
65inch 4K Smart LED TV (2018 Model)
Price: $900 (Regular Price: $1,200)
□ Promotion Period
From August 1 to August 31
□ Longterm Installment Purchase
If the price is still too expensive to be paid all at once, you can choose to pay monthly over up to six months.
□ Delivery and Installation
Delivery is free. If you want the TV installed, there is an additional $50 fee.
□ Free Gift
A free bluetooth headset that works perfectly with the TV will be given to every buyer.",① 정상가격에서 200달러 할인된 가격에 판매한다.,② 판매 촉진 행사는 두 달 동안 진행한다.,③ 할부 구매는 최대 12개월까지 가능하다.,④ 배송을 원하면 추가로 50달러를 지불해야 한다.,⑤ 모든 구매자에게 블루투스 헤드셋을 무료로 준다.,⑤,"[해석] Big TV Discount Deal

프리미엄 TV를 저렴한 가격으로 구매할 수 있는 특별한 기회를 놓치지 마세요. 한정된 기간 동안만 유효합니다!

판매 촉진 정보
□ 프리미엄 사양 & 낮은 가격
65인치 4K 스마트 LED TV (2018 모델)
가격: $900 (정상가: $1,200)
□ 판매 촉진 기간
8월 1일부터 8월 31일까지
□ 장기 할부 구매
한 번에 지불하기에 가격이 여전히 너무 비싸다면, 여러분은 최대 6개월까지 할부로 지불하기를 선택할 수 있습니다.
□ 배송 및 설치
배송은 무료입니다. TV 설치를 원한다면, 50달러 추가 비용이 있습니다.
□ 무료 증정품
모든 구매자에게 TV와 완벽하게 호환되는 무료 블루투스 헤드셋이 주어집니다.

*installment 할부",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,11월,고1,경기도교육청,25,120,다음 Charles Henry Turner에 관한 글의 내용과 일치하지 않는 것은?,"Born in 1867 in Cincinnati, Ohio, Charles Henry Turner was an early pioneer in the field of insect behavior. His father owned an extensive library where Turner became fascinated with reading about the habits and behavior of insects. Proceeding with his study, Turner earned a doctorate degree in zoology, the first African American to do so. Even after receiving his degree, Turner was unable to get a teaching or research position at any major universities, possibly as a result of racism. He moved to St. Louis and taught biology at Sumner High School, focusing on research there until 1922. Turner was the first person to discover that insects are capable of learning, illustrating that insects can alter behavior based on previous experience. He died of cardiac disease in Chicago in 1923. During his 33-year career, Turner published more than 70 papers. His last scientific paper was published the year after his death. 
*cardiac 심장의",① 곤충의 습성과 행동에 관한 독서에 매료되었다.,② 아프리카계 미국인 최초로 동물학 박사 학위를 받았다.,③ Sumner 고등학교에서 생물학을 가르쳤다.,④ 곤충이 학습할 수 있다는 것을 최초로 발견했다.,⑤ 마지막 과학 논문은 사망한 해에 발표되었다.,⑤,"[해석] 1867년 Ohio주의 Cincinnati에서 태어난 Charles Henry Turner는 곤충 행동 분야의 초기 개척자였다. 그의 아버지는 Turner가 곤충의 습성과 행동에 관한 독서에 매료될 수 있었던 다방면의 도서를 가지고 있었다. 자신의 연구를 계속하면서 Turner는 동물학에서 박사 학위를 받았고, 그렇게 한 최초의 아프리카계 미국인이었다. 아마도 인종 차별의 결과로, 학위를 받은 후에도 Turner는 어떤 주요 대학에서도 교직이나 연구직을 얻을 수 없었다. 그는 St. Louis로 옮겨 Sumner 고등학교에서 생물학을 가르쳤고 그곳에서 1922년까지 연구에 집중했다. Turner는 곤충이 학습할 수 있다는 것을 발견한 최초의 사람이었고, 곤충이 이전의 경험을 바탕으로 행동을 바꿀 수 있다는 것을 설명했다. 그는 1923년 Chicago에서 심장병으로 사망했다. 자신의 33년 경력 동안 Turner는 70편이 넘는 논문을 발표했다. 그의 마지막 과학 논문은 그의 사망 다음 해에 발표되었다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,11월,고1,경기도교육청,25,121,다음 Charles Henry Turner에 관한 글의 내용과 일치하지 않는 것은?,"Born in 1867 in Cincinnati, Ohio, Charles Henry Turner was an early pioneer in the field of insect behavior. His father owned an extensive library where Turner became fascinated with reading about the habits and behavior of insects. Proceeding with his study, Turner earned a doctorate degree in zoology, the first African American to do so. Even after receiving his degree, Turner was unable to get a teaching or research position at any major universities, possibly as a result of racism. He moved to St. Louis and taught biology at Sumner High School, focusing on research there until 1922. Turner was the first person to discover that insects are capable of learning, illustrating that insects can alter behavior based on previous experience. He died of cardiac disease in Chicago in 1923. During his 33-year career, Turner published more than 70 papers. His last scientific paper was published the year after his death. 
*cardiac 심장의",① 곤충의 습성과 행동에 관한 독서에 매료되었다.,② 아프리카계 미국인 최초로 동물학 박사 학위를 받았다.,③ Sumner 고등학교에서 생물학을 가르쳤다.,④ 곤충이 학습할 수 있다는 것을 최초로 발견했다.,⑤ 마지막 과학 논문은 사망한 해에 발표되었다.,⑤,"[해석] Charles Henry Turner는 1867년 Ohio 주의 Cincinnati에서 태어났고, 곤충 행동 분야의 초기 개척자였다. 그의 아버지는 Turner가 곤충의 습성과 행동에 관한 독서에 매료될 수 있었던 다방면의 도서를 가지고 있었다. 자신의 연구를 계속하면서 Turner는 동물학에서 박사 학위를 받았고, 그렇게 한 최초의 아프리카계 미국인이었다. 아마도 인종 차별의 결과로, 학위를 받은 후에도 Turner는 어떤 주요 대학에서도 교직이나 연구직을 얻을 수 없었다. 그는 St. Louis로 옮겨 Sumner 고등학교에서 생물학을 가르쳤고 그곳에서 1922년까지 연구에 집중했다. Turner는 곤충이 학습할 수 있다는 것을 발견한 최초의 사람이었고, 곤충이 이전의 경험을 바탕으로 행동을 바꿀 수 있다는 것을 설명했다. 그는 1923년 Chicago에서 심장병으로 사망했다. 자신의 33년 경력 동안 Turner는 70편이 넘는 논문을 발표했다. 그의 마지막 과학 논문은 그의 사망 다음 해에 발표되었다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,11월,고1,경기도교육청,26,122,다음 Poetry in the Park에 관한 안내문의 내용과 일치하지 않는 것은?,"Poetry in the Park

Saturday, October 13, 11:00 a.m. ― 6:00 p.m.
This annual festival, now in its sixth year, is held with the support of Riverside Public Library.

◈ Poetry Workshop
• Meet and talk with renowned poets about their poems.
Jane Kenny(11:30 a.m.), Michael Weil(12:30 p.m.)
• Learn how to express your feelings poetically.

◈ Poetry Contest
• Theme for this year's contest is ""Arrivals and Departures.""
• Only one poem per participant
• Due by 3:00 p.m.
• The winners will be announced at 5:00 p.m. on the day on site.

For questions about the festival, please visit our website at www.poetryinthepark.org.",① 매년 개최되며 올해가 여섯 번째이다.,② 저명한 시인들과 만나 시에 대해 이야기할 수 있다.,③ 감정을 시적으로 표현하는 방법을 배울 수 있다.,④ 1인당 1편의 시만 콘테스트에 제출할 수 있다.,⑤ 행사 다음 날 오전에 콘테스트의 수상자를 발표한다.,⑤,"[해석] 공원에서 시를

10월 13일 토요일 오전 11시 – 오후 6시
이제 여섯 번째 해인 이 연례 축제는 Riverside 공립 도서관의 후원으로 개최됩니다.

◈ 시 워크숍
∙ 저명한 시인들을 만나 그들의 시에 대해 이야기할 수 있습니다.
Jane Kenny(오전 11시 30분), Michael Weil(오후 12시 30분)
∙ 여러분의 감정을 시적으로 표현하는 방법을 배울 수 있습니다.

◈ 시 콘테스트
∙ 올해 콘테스트의 주제는 '도착과 출발'입니다.
∙ 참가자 한 명당 한 편의 시
∙ 오후 3시에 마감
∙ 우승자는 현장에서 당일 오후 5시에 발표될 것입니다.

축제에 대한 질문이 있으시면 저희 웹 사이트 www.poetryinthepark.org를 방문해 주십시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2018,11월,고1,경기도교육청,27,123,다음 Dinosaur Museum에 관한 안내문의 내용과 일치하는 것은?,"Dinosaur Museum

Established in 1993, the Dinosaur Museum has developed into the largest display of dinosaur and prehistoric life in Canada.

Hours
• 9:00 a.m. ― 5:00 p.m. (Monday ― Friday)
• 9:00 a.m. ― 3:00 p.m. (Saturday & Sunday)

Admission
• $4 for adults, $2 for students & children

Programs
• Paint a Dinosaur Egg!
At 10:00 a.m. every day, kids can paint a dinosaur egg to take home.
• Dinosaur Quiz
At 2:00 p.m. during the weekend, one winner of our dinosaur quiz will be given a real fossil as a prize.
• Guided Tours
The tours run at 11:00 a.m. and 1:00 p.m. every day. The tours are free and require no bookings. Just show up!

Notice
• Food and pets are prohibited in the museum.
• Please do not touch or climb on the exhibits.",① 일요일은 휴관일이다.,② 어린이의 입장은 무료이다.,③ 공룡 퀴즈 우승자는 화석을 상품으로 받는다.,④ 가이드가 동행하는 관람은 예약이 필요하다.,⑤ 애완동물을 데리고 입장할 수 있다.,③,"[해석] 공룡 박물관

1993년에 설립된 공룡 박물관은 캐나다에서 공룡과 선사 시대의 생활을 보여 주는 가장 큰 전시관으로 발전해 왔습니다.

운영 시간
∙ 오전 9시 – 오후 5시(월요일 – 금요일)
∙ 오전 9시 – 오후 3시(토요일, 일요일)

입장료
∙ 성인 4달러, 학생 및 어린이 2달러

프로그램
∙ 공룡 알을 색칠해 보세요!
매일 오전 10시에 아이들은 공룡 알을 색칠해 집에 가져갈 수 있습니다.
∙ 공룡 퀴즈
주말 동안 오후 2시에, 우리 공룡 퀴즈의 우승자 한 명은 진짜 화석을 상품으로 받을 것입니다.
∙ 가이드가 동행하는 관람
관람은 매일 오전 11시와 오후 1시에 운영됩니다. 관람은 무료이며 예약이 필요하지 않습니다. 그냥 오시면 됩니다!

공지 사항
∙ 음식과 애완동물은 박물관에서 금지됩니다.
∙ 전시품에 손을 대거나 올라가지 마십시오.",
